"","Operation_Start_Date","Operation_End_Date","Total_Eligible_Expenditure_amount","months_between","years_between"
"11279",2017-11-01,2020-08-31,26164.99,33,3
"11280",2020-06-15,2021-12-14,37500,17,2
"11281",2018-12-11,2020-12-31,39030.01,24,2
"11282",2019-12-03,2019-12-03,855,0,1
"11283",2021-01-01,2021-05-31,50000,4,1
"11284",2019-01-23,2020-04-22,5980,14,2
"11285",2016-11-01,2017-01-31,5671.26,2,1
"11286",2019-04-09,2019-07-11,6131.85,3,1
"11287",2018-11-05,2021-12-31,161084.86,37,4
"11288",2016-03-14,2018-05-10,215311.71,25,3
"11289",2018-09-04,2018-09-07,8700,0,1
"11290",2016-03-01,2019-02-28,305173.75,35,3
"11291",2019-03-01,2022-07-30,697632,40,4
"11292",2018-02-27,2019-04-30,6250.01,14,2
"11293",2016-07-13,2017-02-28,6250.01,7,1
"11294",2016-07-13,2017-02-28,6250.01,7,1
"11295",2019-08-15,2022-06-30,3576000,34,3
"11296",2017-12-05,2019-03-04,3600,14,2
"11297",2016-01-09,2019-02-09,198578.14,37,4
"11298",2017-08-24,2019-01-31,5000.01,17,2
"11299",2019-11-03,2019-08-31,24875,-2,1
"11300",2014-01-05,2016-02-29,26842.95,25,3
"11301",2017-03-29,2017-10-08,6530.06,6,1
"11302",2016-11-04,2017-05-24,7193.79,6,1
"11303",2017-02-15,2017-02-16,1565,0,1
"11304",2016-08-31,2018-02-21,28428.89,17,2
"11305",2017-11-01,2021-11-30,1262905.2,48,4
"11306",2020-01-01,2022-12-31,828374.5,35,3
"11307",2016-12-01,2019-11-30,355578.33,35,3
"11308",2018-08-07,2021-12-31,397128,40,4
"11309",2017-03-07,2017-03-09,2364,0,1
"11310",2017-03-01,2020-05-31,204232.88,38,4
"11311",2020-08-01,2022-01-31,182380,17,2
"11312",2016-05-19,2016-09-07,11752.68,3,1
"11313",2020-11-19,2020-12-04,5896,0,1
"11314",2018-11-01,2018-06-30,34002.63,-4,1
"11315",2020-04-01,2021-05-31,5349.53,13,2
"11316",2015-10-01,2016-09-30,249127.07,11,1
"11317",2016-05-01,2019-04-30,1059464.65,35,3
"11318",2015-11-12,2016-12-31,81281.48,13,2
"11319",2017-01-05,2020-01-04,314783.4,35,3
"11320",2019-11-02,2020-02-29,23099.62,3,1
"11321",2016-04-13,2017-07-12,4500,14,2
"11322",2018-04-07,2019-12-31,10378.44,20,2
"11323",2014-08-01,2015-08-31,5000.01,12,1
"11324",2019-05-20,2019-12-30,56240.78,7,1
"11325",2016-02-29,2017-02-17,4445.99,11,1
"11326",2015-05-15,2016-07-21,684846.75,14,2
"11327",2018-01-23,2019-12-31,249635.3,23,2
"11328",2017-10-01,2021-04-11,871068,42,4
"11329",2019-01-22,2020-01-14,5000,11,1
"11330",2016-01-14,2016-07-31,5000.01,6,1
"11331",2019-02-09,2020-11-15,51250.01,21,2
"11332",2017-04-01,2020-09-30,645838.65,41,4
"11333",2019-05-01,2019-10-01,76740,5,1
"11334",2020-07-01,2023-02-28,189399,31,3
"11335",2018-07-24,2022-07-14,5000,47,4
"11336",2020-02-06,2020-12-31,210000,10,1
"11337",2017-02-23,2019-02-22,12631.03,23,2
"11338",2017-07-21,2019-12-31,337370,29,3
"11339",2020-06-05,2022-07-30,400005.79,25,3
"11340",2018-09-11,2021-06-30,538900,33,3
"11341",2018-12-21,2020-09-30,92456.48,21,2
"11342",2018-01-25,2018-03-04,7500,1,1
"11343",2020-03-31,2021-06-30,11850.01,15,2
"11344",2015-10-01,2018-06-30,416280,32,3
"11345",2018-09-01,2020-12-31,473000,27,3
"11346",2017-01-01,2019-12-31,748625.7,35,3
"11347",2020-06-17,2020-09-30,36000,3,1
"11348",2016-01-01,2017-12-31,441019.25,23,2
"11349",2015-11-25,2016-11-30,1760000,12,1
"11350",2020-08-03,2021-08-05,10000,12,1
"11351",2018-03-07,2020-03-06,264478.96,23,2
"11352",2016-01-09,2017-06-30,5000.01,17,2
"11353",2016-01-01,2016-10-01,118498.82,9,1
"11354",2017-08-03,2018-08-02,293478.75,11,1
"11355",2017-10-05,2018-11-30,50114.36,13,2
"11356",2015-01-27,2015-01-29,2151,0,1
"11357",2020-06-01,2023-05-31,581259.32,35,3
"11358",2020-09-01,2022-06-30,7490780.16,21,2
"11359",2020-10-08,2021-06-29,20676.26,8,1
"11360",2017-01-16,2017-04-21,5162.1,3,1
"11361",2018-08-13,2020-08-31,8e+05,24,2
"11362",2016-09-08,2017-09-22,18329,12,1
"11363",2020-01-01,2022-12-31,688377.49,35,3
"11364",2020-03-16,2021-06-15,36850,14,2
"11365",2018-01-06,2019-11-02,15500,21,2
"11366",2020-05-06,2022-05-30,30000,24,2
"11367",2019-04-09,2019-04-11,5964.11,0,1
"11368",2018-02-23,2018-08-31,5000.01,6,1
"11369",2017-03-27,2018-06-30,148608.1,15,2
"11370",2019-02-25,2019-05-31,13300,3,1
"11371",2017-08-18,2021-01-28,2569148,41,4
"11372",2016-07-03,2016-08-31,3750.01,1,1
"11373",2016-07-03,2016-08-31,3750.01,1,1
"11374",2018-12-04,2019-05-31,3861.46,5,1
"11375",2016-03-02,2017-12-01,3000.01,20,2
"11376",2017-11-12,2019-02-01,14576.26,14,2
"11377",2021-02-08,2021-10-31,133000,8,1
"11378",2021-01-01,2021-12-31,936000,11,1
"11379",2019-07-11,2020-06-30,88603.23,11,1
"11380",2019-11-21,2022-02-28,5042591.32,27,3
"11381",2017-03-01,2017-06-22,13000,3,1
"11382",2016-03-21,2017-03-20,35413.76,11,1
"11383",2016-06-27,2017-08-31,5000.01,14,2
"11384",2018-10-18,2020-06-30,43318.78,20,2
"11385",2018-04-13,2020-04-12,25000,23,2
"11386",2019-05-21,2019-11-08,8000,5,1
"11387",2020-12-23,2021-12-22,16139.8,11,1
"11388",2016-11-21,2017-05-31,5000.01,6,1
"11389",2021-01-01,2021-12-31,12000,11,1
"11390",2017-09-12,2018-11-11,71319.96,13,2
"11391",2016-06-01,2020-06-30,1395769.37,48,4
"11392",2015-01-20,2016-01-31,5000.01,12,1
"11393",2016-02-21,2016-02-22,1050,0,1
"11394",2019-07-01,2021-01-31,1090734.02,18,2
"11395",2017-07-01,2020-09-30,497014,38,4
"11396",2019-02-20,2021-09-30,2982208.6,31,3
"11397",2016-08-11,2019-05-28,120000,33,3
"11398",2016-09-27,2016-09-29,8604,0,1
"11399",2016-11-01,2017-10-31,2500,11,1
"11400",2017-03-01,2019-08-31,168354,29,3
"11401",2014-01-01,2020-12-31,1680240,83,7
"11402",2018-06-22,2019-09-09,96250.01,14,2
"11403",2017-03-17,2018-06-30,5000.01,15,2
"11404",2019-05-30,2020-01-09,7500,7,1
"11405",2015-04-24,2015-10-31,38032.25,6,1
"11406",2016-08-15,2017-01-31,5000.01,5,1
"11407",2016-03-15,2016-04-10,8125,0,1
"11408",2016-08-15,2017-09-15,171519.71,13,2
"11409",2018-11-29,2019-10-06,4000,10,1
"11410",2018-08-20,2019-03-24,7500,7,1
"11411",2017-01-18,2017-06-01,33051.43,4,1
"11412",2017-12-12,2019-01-31,602672.43,13,2
"11413",2016-03-15,2016-08-31,12600,5,1
"11414",2016-04-06,2017-03-31,466258.98,11,1
"11415",2017-06-01,2018-02-28,6250.01,8,1
"11416",2018-10-01,2021-09-30,2475000,35,3
"11417",2016-10-24,2018-03-30,278065.57,17,2
"11418",2020-02-04,2021-10-31,44375.01,20,2
"11419",2019-07-01,2022-06-30,2473895.45,35,3
"11420",2018-07-01,2021-06-30,221200.2,35,3
"11421",2017-11-01,2017-08-31,6250.01,-2,1
"11422",2019-04-20,2020-03-31,151290.26,11,1
"11423",2018-03-08,2019-05-31,65400,14,2
"11424",2018-01-10,2020-12-31,646383.32,35,3
"11425",2016-03-08,2019-06-30,280163.5,39,4
"11426",2016-10-19,2017-08-31,78000,10,1
"11427",2019-03-18,2020-01-31,6250,10,1
"11428",2016-09-14,2017-07-31,5000.01,10,1
"11429",2018-11-12,2019-02-19,5607,3,1
"11430",2018-03-26,2018-07-31,15884.29,4,1
"11431",2019-06-09,2020-07-31,5157.44,13,2
"11432",2016-08-15,2017-05-31,6250.01,9,1
"11433",2017-09-03,2017-09-05,2535,0,1
"11434",2016-04-11,2017-12-30,234300,20,2
"11435",2017-09-26,2018-01-31,6250.01,4,1
"11436",2020-04-01,2021-04-14,1e+05,12,1
"11437",2020-04-15,2022-06-30,175019.69,26,3
"11438",2019-02-20,2020-01-22,6406.84,11,1
"11439",2016-04-01,2019-03-31,441225,35,3
"11440",2016-04-18,2017-03-31,50000,11,1
"11441",2021-01-01,2022-12-31,1758932.03,23,2
"11442",2017-01-01,2019-12-31,432461.25,35,3
"11443",2018-05-15,2019-01-11,8000,7,1
"11444",2016-11-22,2017-03-31,5000.01,4,1
"11445",2018-12-28,2021-03-31,85944.4,27,3
"11446",2015-01-09,2015-12-31,12500,11,1
"11447",2019-12-06,2021-12-31,2113585.89,24,2
"11448",2021-01-02,2022-12-31,1194861.27,23,2
"11449",2016-12-04,2017-01-31,6250.01,1,1
"11450",2019-07-15,2019-12-31,17397.8,5,1
"11451",2016-11-01,2019-12-31,263845.68,37,4
"11452",2018-08-01,2018-09-30,6250.01,1,1
"11453",2019-04-24,2021-12-31,1241100,32,3
"11454",2019-01-07,2021-12-31,212100,35,3
"11455",2020-03-16,2021-10-31,100500,19,2
"11456",2021-02-05,2022-04-04,76000,13,2
"11457",2019-11-09,2020-04-30,15464.48,5,1
"11458",2018-01-29,2018-06-30,6250.01,5,1
"11459",2018-01-12,2019-03-31,18000,14,2
"11460",2020-07-28,2021-03-02,6250,7,1
"11461",2015-06-01,2016-12-31,22628.24,18,2
"11462",2016-06-24,2017-03-24,10886.74,9,1
"11463",2016-10-12,2021-12-31,556320,62,6
"11465",2017-04-01,2017-10-31,11160,6,1
"11466",2021-01-01,2021-05-07,39121.96,4,1
"11467",2017-06-29,2018-05-31,30842.77,11,1
"11468",2020-09-01,2020-11-15,48922.99,2,1
"11469",2015-06-10,2015-11-30,24627.48,5,1
"11470",2020-05-29,2021-02-28,5625.01,9,1
"11471",2020-04-07,2021-02-28,6500.01,10,1
"11472",2016-06-13,2017-01-30,6250.01,7,1
"11473",2018-01-01,2019-11-30,72750,22,2
"11474",2016-03-09,2017-01-31,37088.3,10,1
"11475",2019-03-05,2019-10-31,81000,7,1
"11476",2019-11-15,2021-06-30,66350,19,2
"11477",2017-11-23,2019-03-31,75340.39,16,2
"11478",2018-11-25,2018-11-30,6870.88,0,1
"11479",2019-05-17,2021-06-30,44152.72,25,3
"11480",2019-04-02,2019-12-19,5000,8,1
"11481",2020-02-25,2020-12-11,4000,9,1
"11482",2018-06-15,2021-03-31,52250,33,3
"11483",2018-01-09,2022-02-28,423575,49,5
"11484",2016-01-20,2017-12-31,23255.98,23,2
"11485",2019-09-27,2021-01-25,40985,15,2
"11486",2021-07-01,2022-12-31,5333293,17,2
"11487",2019-12-18,2021-12-17,28750,23,2
"11488",2018-05-07,2019-03-31,74975.95,10,1
"11489",2017-04-10,2020-07-09,371375,38,4
"11490",2016-01-01,2021-12-31,165581.06,71,6
"11491",2017-06-12,2018-04-30,12600,10,1
"11492",2020-06-15,2021-12-31,1005000,18,2
"11493",2018-06-06,2021-12-31,1941521.02,42,4
"11494",2016-09-16,2021-12-31,980000,63,6
"11495",2018-01-10,2021-10-31,296836.25,45,4
"11496",2019-01-01,2021-12-31,516293.04,35,3
"11497",2017-05-22,2018-12-11,163230,18,2
"11498",2017-09-26,2018-04-30,5000.01,7,1
"11499",2018-12-13,2019-09-20,4000,9,1
"11500",2017-06-07,2018-01-31,6250.01,7,1
"11501",2020-06-04,2020-12-30,18750.01,6,1
"11502",2018-09-21,2020-03-21,30000.01,18,2
"11503",2019-01-06,2021-12-31,209128,35,3
"11504",2019-06-19,2019-09-30,38900,3,1
"11505",2019-05-16,2019-01-10,3750,-4,1
"11506",2018-01-01,2021-03-31,521807.16,38,4
"11507",2014-11-27,2015-06-30,4312.51,7,1
"11508",2016-11-29,2017-05-31,5000.01,6,1
"11509",2016-05-10,2016-11-24,1600,6,1
"11510",2016-11-15,2018-01-31,6250.01,14,2
"11511",2018-12-05,2019-07-11,6426,7,1
"11512",2019-04-17,2021-10-31,65000,30,3
"11513",2018-02-26,2018-01-06,5000.01,-1,1
"11514",2018-11-23,2019-07-31,5508.77,8,1
"11515",2020-05-07,2021-05-06,20000,11,1
"11516",2018-03-06,2020-01-31,95900,22,2
"11517",2018-06-01,2018-10-31,416700,4,1
"11518",2017-12-05,2018-11-16,7500,11,1
"11519",2015-01-12,2016-08-31,25000,19,2
"11520",2019-11-15,2022-11-14,333646.94,35,3
"11521",2015-10-09,2016-03-31,5000.01,5,1
"11522",2019-02-12,2021-02-14,14452.28,24,2
"11523",2017-02-11,2018-04-30,5000.01,14,2
"11524",2019-08-28,2022-02-28,3741951.79,30,3
"11525",2018-03-04,2019-03-31,21616.12,12,1
"11526",2017-05-01,2019-04-30,6168528.04,23,2
"11527",2016-03-01,2019-02-28,467355.92,35,3
"11528",2017-07-01,2018-03-01,65096.41,8,1
"11529",2020-01-01,2022-12-31,2258402.34,35,3
"11530",2017-08-01,2018-06-30,85500,10,1
"11531",2018-07-03,2018-07-31,6250.01,0,1
"11532",2019-08-19,2022-04-30,3132143.97,32,3
"11533",2018-12-28,2020-12-31,156003.44,24,2
"11534",2016-07-01,2018-10-31,226046.6,27,3
"11535",2018-07-20,2019-12-19,30825.58,16,2
"11536",2017-05-31,2018-03-31,14112.5,10,1
"11537",2016-09-13,2017-06-28,10750.01,9,1
"11538",2016-04-27,2016-11-30,28326.84,7,1
"11539",2019-01-01,2022-10-31,2306546.57,45,4
"11540",2017-03-13,2017-06-09,9620,2,1
"11541",2015-08-20,2016-01-29,8389.65,5,1
"11542",2020-03-01,2021-02-28,312242,11,1
"11543",2017-06-01,2020-01-31,268750,31,3
"11544",2018-05-08,2020-10-31,754188.71,29,3
"11545",2016-03-24,2017-04-30,5000.01,13,2
"11546",2016-12-01,2018-08-31,63750,20,2
"11547",2018-12-20,2019-05-15,25000,4,1
"11548",2014-08-25,2015-04-30,6250.01,8,1
"11549",2016-08-01,2017-08-31,456320.94,12,1
"11550",2019-06-01,2021-12-31,205500,30,3
"11551",2019-07-01,2022-06-30,141400,35,3
"11552",2017-06-14,2017-06-13,3846.7,0,1
"11553",2014-01-10,2015-10-31,5000.01,21,2
"11554",2017-01-03,2017-04-30,25000,3,1
"11555",2018-01-01,2018-12-31,5070.61,11,1
"11556",2015-06-24,2016-05-27,8609.8,11,1
"11557",2017-05-30,2018-04-30,5000.01,11,1
"11558",2019-05-27,2022-08-31,382412,39,4
"11559",2018-05-02,2021-05-01,8000,35,3
"11560",2020-04-09,2021-09-30,16375.01,17,2
"11561",2016-08-24,2017-03-31,6250.01,7,1
"11562",2015-02-11,2015-11-26,7380,9,1
"11563",2019-11-22,2021-02-28,11875.01,15,2
"11564",2019-01-01,2022-06-30,489875,41,4
"11565",2020-01-01,2022-12-31,643565.5,35,3
"11566",2015-10-19,2016-09-30,40000,11,1
"11567",2016-09-20,2017-07-31,5000.01,10,1
"11568",2017-07-21,2018-02-28,6250.01,7,1
"11569",2020-04-29,2021-10-31,6639.22,18,2
"11570",2015-09-14,2016-08-01,4690,10,1
"11571",2015-02-20,2016-12-31,74344.49,22,2
"11572",2020-05-14,2022-08-01,4684829,26,3
"11573",2018-01-03,2020-02-28,255282,25,3
"11574",2019-09-08,2020-12-31,20922.4,15,2
"11575",2016-01-03,2019-09-13,388519.19,44,4
"11576",2017-08-22,2018-01-31,6250.01,5,1
"11577",2017-03-01,2019-08-31,252720,29,3
"11578",2019-07-01,2022-06-30,82994,35,3
"11579",2021-01-01,2021-12-31,63000,11,1
"11580",2019-12-16,2020-10-31,12550,10,1
"11581",2021-02-15,2021-12-30,95000,10,1
"11582",2017-07-17,2018-01-31,5000.01,6,1
"11583",2019-10-04,2022-09-30,528246.5,35,3
"11584",2016-05-17,2020-03-30,2911872.94,46,4
"11585",2019-05-15,2020-05-13,26638.75,11,1
"11586",2017-02-08,2017-04-12,5000,2,1
"11587",2016-05-01,2017-09-23,6000,16,2
"11588",2019-04-15,2021-12-31,245208.13,32,3
"11589",2015-08-26,2019-09-30,340000,49,5
"11590",2018-05-31,2018-12-28,12703.95,6,1
"11591",2019-03-01,2022-02-28,289835.48,35,3
"11592",2021-05-07,2021-11-30,28800,6,1
"11593",2015-09-21,2023-12-31,6139753.34,99,9
"11594",2015-07-28,2020-11-30,2711031,64,6
"11595",2017-05-15,2020-04-30,167000,35,3
"11596",2019-01-31,2019-07-30,3100,5,1
"11597",2020-07-24,2021-12-23,181687.51,16,2
"11598",2017-04-01,2018-12-31,8e+05,20,2
"11599",2014-12-03,2016-12-31,10374000,24,2
"11600",2019-05-01,2021-04-30,802617,23,2
"11601",2015-10-14,2017-03-10,3e+05,16,2
"11602",2019-05-22,2021-04-30,367000,23,2
"11603",2017-01-01,2019-12-31,239374.8,35,3
"11604",2015-05-21,2016-01-29,5000.01,8,1
"11605",2019-07-06,2021-08-31,130821.95,25,3
"11606",2020-02-24,2022-06-29,17200,28,3
"11607",2018-03-22,2018-03-25,1292.28,0,1
"11608",2017-03-10,2018-12-31,22362.58,21,2
"11609",2019-07-01,2020-09-30,120000,14,2
"11610",2016-01-10,2020-04-23,3198609.12,51,5
"11611",2020-11-05,2021-11-04,20000,11,1
"11612",2017-01-01,2019-12-31,333198,35,3
"11613",2017-10-18,2019-01-17,4500,14,2
"11614",2020-08-12,2021-10-01,42006.25,13,2
"11615",2017-09-06,2018-06-30,10327.55,9,1
"11616",2019-05-27,2020-09-30,18930.01,16,2
"11617",2017-05-15,2018-01-31,6250.01,8,1
"11618",2017-05-15,2018-01-31,6250.01,8,1
"11619",2019-01-29,2023-02-01,1039626,48,4
"11620",2015-08-28,2016-05-31,2500.01,9,1
"11621",2015-07-13,2016-03-15,12517.73,8,1
"11622",2020-05-15,2021-08-01,52675.35,14,2
"11623",2018-07-08,2019-05-31,5000.01,10,1
"11624",2016-06-01,2019-05-31,948717.5,35,3
"11625",2017-08-31,2018-09-30,70594.06,13,2
"11626",2020-09-17,2021-08-15,250000,10,1
"11627",2018-10-01,2022-03-31,237576.8,41,4
"11628",2016-10-01,2017-04-15,5600,6,1
"11629",2015-09-21,2016-05-31,5000.01,8,1
"11630",2017-07-01,2018-09-30,375000,14,2
"11631",2016-03-02,2019-04-30,36248.33,37,4
"11632",2017-06-06,2018-09-05,4500,14,2
"11633",2016-01-01,2018-03-31,1535568.53,26,3
"11634",2019-01-03,2019-05-31,24987.5,4,1
"11635",2018-01-09,2021-07-31,312160,42,4
"11636",2019-02-01,2022-01-31,328472.64,35,3
"11637",2020-11-01,2021-12-31,96000,13,2
"11638",2019-05-31,2020-10-31,19541.6,17,2
"11639",2021-01-01,2022-07-31,206735.51,18,2
"11640",2016-12-01,2018-06-30,2448500,18,2
"11641",2016-04-28,2016-11-30,84792.26,7,1
"11642",2016-11-01,2018-04-30,270161.12,17,2
"11643",2019-11-09,2022-10-01,150420,34,3
"11644",2019-12-01,2021-02-02,16000,14,2
"11645",2016-12-14,2019-10-31,171837.76,34,3
"11646",2018-11-19,2019-03-31,14002.31,4,1
"11647",2020-09-01,2021-01-30,10710,4,1
"11648",2018-09-17,2022-08-31,3206192,47,4
"11650",2018-11-09,2020-01-08,24829.04,13,2
"11651",2017-01-02,2020-04-30,139068.75,39,4
"11652",2018-12-01,2022-02-28,402131.8,38,4
"11653",2019-01-19,2019-01-27,15360,0,1
"11654",2015-01-10,2017-11-30,795030.73,34,3
"11655",2019-04-07,2020-02-29,30270.61,10,1
"11656",2019-01-01,2020-09-30,195176.65,20,2
"11657",2018-01-01,2019-06-30,56927.67,17,2
"11658",2020-10-01,2022-06-30,570677.03,20,2
"11659",2017-10-27,2019-04-30,48000,18,2
"11660",2017-07-19,2018-06-30,167521.3,11,1
"11661",2015-11-15,2016-04-15,8700,5,1
"11662",2020-04-28,2021-07-15,19000,14,2
"11663",2019-01-01,2021-12-31,346631.25,35,3
"11664",2017-11-01,2018-10-31,72000,11,1
"11665",2019-03-19,2019-12-31,199089.68,9,1
"11666",2019-01-04,2020-05-31,129087.46,16,2
"11667",2019-01-31,2019-07-30,6250,5,1
"11668",2020-11-11,2021-05-03,55110,5,1
"11669",2021-04-19,2021-07-30,76000,3,1
"11670",2016-12-03,2016-12-11,8344,0,1
"11671",2015-10-28,2016-06-02,13015.1,7,1
"11672",2015-08-07,2016-01-29,5000.01,5,1
"11673",2014-03-27,2015-03-31,3750.01,12,1
"11674",2017-10-02,2018-12-01,114250,13,2
"11675",2018-04-16,2022-12-31,1007910,56,5
"11676",2019-09-27,2020-03-30,5423.59,6,1
"11677",2018-06-01,2019-03-31,27920.46,9,1
"11678",2015-01-10,2016-11-05,30850.01,21,2
"11679",2019-01-07,2021-12-31,202221.25,35,3
"11680",2017-01-01,2019-12-31,194700,35,3
"11681",2018-11-14,2019-12-31,157068.74,13,2
"11682",2020-06-08,2021-06-30,82137.2,12,1
"11683",2016-09-12,2016-10-31,40000,1,1
"11684",2019-04-15,2020-06-30,133333.34,14,2
"11685",2016-01-01,2018-03-31,213915.04,26,3
"11687",2017-03-01,2020-02-29,284621.25,35,3
"11688",2018-01-22,2018-08-31,6250.01,7,1
"11689",2020-07-21,2022-06-30,412872.68,23,2
"11690",2016-06-08,2018-06-07,247670.06,23,2
"11691",2016-02-09,2016-08-13,47395.86,6,1
"11692",2016-01-01,2019-07-30,399339.98,42,4
"11693",2018-05-11,2019-09-14,6250,16,2
"11694",2017-01-11,2018-04-30,24956.25,15,2
"11695",2017-01-18,2020-11-30,34788.32,46,4
"11696",2016-05-18,2017-11-16,43773.76,17,2
"11698",2015-06-25,2015-11-30,66952.7,5,1
"11699",2019-02-28,2021-11-15,362314.89,32,3
"11700",2020-12-07,2022-02-06,1e+05,13,2
"11701",2015-10-01,2018-06-30,257097.5,32,3
"11702",2020-02-01,2021-10-31,710000,20,2
"11703",2015-02-18,2022-12-31,727666.14,94,8
"11704",2017-01-06,2018-12-31,67424.85,23,2
"11705",2017-10-01,2021-06-30,337520,44,4
"11706",2016-09-01,2017-06-30,19658.45,9,1
"11707",2017-10-11,2017-10-29,7500,0,1
"11708",2019-04-18,2020-11-30,53743.61,19,2
"11709",2015-04-09,2016-01-31,3750.01,9,1
"11710",2016-10-07,2020-06-30,748000,44,4
"11711",2015-01-08,2018-07-31,520267.32,42,4
"11712",2019-06-15,2020-09-14,29392.68,14,2
"11713",2019-01-01,2021-03-31,382823.36,26,3
"11714",2017-05-12,2017-06-22,13000,1,1
"11715",2019-05-17,2019-08-31,5000,3,1
"11716",2017-01-10,2020-12-31,233546.85,47,4
"11717",2017-03-01,2020-02-29,92820,35,3
"11719",2017-03-31,2017-09-30,2500.01,6,1
"11720",2019-01-04,2019-01-06,1620,0,1
"11721",2019-11-18,2021-01-17,71100,13,2
"11722",2017-01-04,2020-12-31,467321.25,47,4
"11723",2019-07-01,2020-08-30,40500,13,2
"11724",2020-09-10,2021-08-15,15093.76,11,1
"11725",2020-07-01,2023-12-31,942460,41,4
"11726",2016-10-02,2017-05-31,6250.01,7,1
"11727",2017-11-28,2018-05-31,6250.01,6,1
"11728",2017-08-25,2018-02-28,6250.01,6,1
"11729",2019-06-01,2021-09-30,58512,27,3
"11730",2018-11-20,2019-04-10,3145,4,1
"11731",2016-10-01,2021-03-31,710348,53,5
"11732",2016-03-31,2017-10-25,16423.76,18,2
"11733",2016-07-18,2017-03-31,14029.03,8,1
"11734",2018-10-18,2019-08-05,66535.69,9,1
"11735",2019-07-08,2022-06-07,226322.01,34,3
"11736",2016-09-01,2019-09-30,174506.66,36,3
"11737",2016-04-01,2019-03-31,686226.11,35,3
"11738",2019-10-01,2021-08-30,83090,22,2
"11739",2014-02-10,2014-12-31,5057.51,10,1
"11740",2018-04-01,2020-10-31,312483.43,30,3
"11741",2017-10-25,2020-12-15,68474.63,37,4
"11743",2019-06-07,2022-04-30,1425000,34,3
"11744",2020-02-20,2021-02-19,20000,11,1
"11745",2016-06-01,2019-05-31,257454.98,35,3
"11746",2019-10-30,2023-03-31,30228,41,4
"11747",2019-10-12,2020-04-16,5000,6,1
"11748",2020-12-09,2022-03-08,6000,14,2
"11749",2016-08-23,2017-02-28,6250.01,6,1
"11750",2019-01-17,2021-12-31,278477,35,3
"11751",2017-11-12,2018-06-30,6250.01,7,1
"11752",2015-07-24,2016-03-31,26114.55,8,1
"11753",2017-11-11,2017-11-15,4042.5,0,1
"11754",2014-05-27,2015-12-31,459000,19,2
"11755",2020-01-02,2022-03-31,1254050,26,3
"11756",2018-10-23,2018-12-13,102450,1,1
"11757",2019-02-11,2020-05-10,1000,14,2
"11758",2017-04-13,2018-03-15,25802.51,11,1
"11759",2017-12-13,2019-12-02,20225.01,23,2
"11760",2020-01-27,2020-03-31,11575,2,1
"11761",2016-03-10,2018-06-09,266275,26,3
"11762",2020-06-01,2021-11-30,266331.3,17,2
"11763",2018-11-28,2021-10-30,1542960.66,35,3
"11764",2017-11-08,2020-07-31,375794.84,32,3
"11765",2020-06-15,2020-12-15,25000,6,1
"11766",2018-03-29,2018-07-31,5000.01,4,1
"11767",2017-09-06,2017-09-30,5000.01,0,1
"11768",2020-06-01,2023-05-31,974163.88,35,3
"11769",2019-03-28,2023-03-30,4367893.65,48,4
"11770",2019-11-15,2021-01-29,52275.01,14,2
"11771",2019-01-01,2022-06-30,15652456.39,41,4
"11772",2018-07-17,2019-03-08,48024.06,7,1
"11773",2019-08-01,2019-12-01,140900,4,1
"11774",2016-01-01,2023-12-31,564200,95,8
"11775",2018-08-01,2020-12-31,463333,28,3
"11776",2017-02-07,2020-12-15,5870779.77,46,4
"11777",2020-09-03,2021-01-29,10631.26,4,1
"11778",2020-01-18,2020-01-26,4368,0,1
"11779",2015-12-18,2016-05-31,6250.01,5,1
"11780",2015-08-28,2016-09-07,25200,12,1
"11781",2017-06-26,2019-11-30,341488.45,29,3
"11782",2015-11-06,2016-11-05,5450,11,1
"11783",2017-03-01,2020-02-29,348277.38,35,3
"11784",2019-11-01,2021-04-30,840000,17,2
"11785",2018-12-21,2021-12-31,2218573,36,3
"11786",2017-11-24,2019-04-23,37218.76,16,2
"11787",2016-04-15,2019-06-30,416501.25,38,4
"11788",2018-01-23,2018-07-18,20452.31,5,1
"11789",2019-07-23,2020-04-26,5000,9,1
"11790",2020-01-10,2022-09-30,288180,32,3
"11791",2017-03-17,2018-04-30,6250.01,13,2
"11792",2020-02-17,2021-05-31,24968.76,15,2
"11793",2018-05-24,2019-03-31,5000.01,10,1
"11794",2020-05-28,2021-05-31,314860.26,12,1
"11795",2014-01-01,2023-12-31,9944475.83,119,10
"11796",2021-03-25,2022-03-01,27560,11,1
"11797",2015-06-01,2016-12-31,88409.77,18,2
"11798",2019-03-19,2020-03-29,6250,12,1
"11799",2020-12-17,2021-09-30,47243.58,9,1
"11800",2014-12-22,2015-07-31,5000.01,7,1
"11801",2017-07-11,2018-04-30,5000.01,9,1
"11802",2016-04-15,2019-06-30,475243.75,38,4
"11803",2017-08-01,2020-07-31,146879.13,35,3
"11804",2019-03-01,2019-12-13,292526.22,9,1
"11805",2015-03-17,2017-03-31,28800,24,2
"11806",2019-05-29,2020-04-19,5000,10,1
"11807",2019-05-15,2020-09-04,37938.04,15,2
"11808",2020-02-13,2021-12-07,125000.01,21,2
"11809",2017-08-16,2018-09-30,50000.01,13,2
